"","age","gender","is_transgender","sexual_orientation","race","birthplace","marital_status","education","hh_income","home_tenure","occupation","union_status","military","urban_rural","religion","religious_attendance","party_id_3","party_id_7","guns_in_household","voting_duty_choice_7","gov_run_by","gov_waste_3","spend_services_7","defense_spend_7","health_insurance_7","abortion_7","job_income_7","assist_black_7","fedspend_social_security_5","fedspend_public_schools_5","fedspend_border_security_5","fedspend_crime_5","fedspend_highways_5","fedspend_aid_poor_5","fedspend_environment_5","dei_7","death_penalty_4","stay_out_foreign_4","use_force_5","votes_counted_5","voter_id_7","felons_vote_7","climate_action_7","paid_leave_7","trans_bathroom_7","trans_sports_7","gay_job_protect_4","gay_adoption_6","gay_marriage_7","birthright_7","immig_children_6","border_wall_7","urban_unrest_7","ukraine_aid_7","israel_aid_7","palestinians_aid_7"
"1432",34,"Woman","No","Heterosexual","White","US state or DC","Never married","Bachelors","$60,000–$99,999","No cash rent","Working","No","Never served","Suburban","Jewish","A few times a year","Democrat","Strong Democrat",0,7,"Big interests","Waste a lot",5,5,1,3,3,2,2,1,3,1,4,1,1,2,2,4,3,4,1,2,1,1,4,4,1,1,1,7,6,4,1,2,2,2
"1433",70,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","A few times a year","Democrat","Strong Democrat",0,4,"Benefit of all","Waste a lot",5,5,1,2,4,3,2,1,1,3,1,1,1,2,4,4,2,5,7,1,1,1,1,7,1,1,1,7,6,7,3,4,6,1
"1434",46,"Man","No","Heterosexual","Hispanic","Puerto Rico","Married","Less than HS","$60,000–$99,999","Own/buying","Working","No","Never served","Urban","Jewish","Every week","Republican","Strong Republican",0,1,"Benefit of all","Waste very little",1,4,5,7,7,6,5,4,1,5,1,5,3,4,4,1,2,3,1,2,6,2,6,2,1,6,5,5,4,4,6,4,4,4
"1435",80,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$30,000–$59,999","Rent","Not working","No","Never served","Rural","Other Christian","Once or twice a month","Republican","Strong Republican",0,1,"Big interests","Waste a lot",3,6,6,4,6,4,3,3,1,1,3,4,5,7,1,3,3,3,1,4,7,4,7,1,1,2,4,4,5,1,6,4,1,4
"1436",58,"Woman","No","Heterosexual","Hispanic","US state or DC","Divorced","Graduate","$60,000–$99,999","Rent","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,2,"Big interests","Waste a lot",6,4,3,2,2,2,3,1,3,3,3,2,1,1,2,3,4,2,4,1,1,1,1,7,1,1,1,7,6,7,1,1,7,1
"1437",43,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Not religious","A few times a year","Democrat","Strong Democrat",2,5,"Big interests","Waste a lot",7,1,1,2,2,2,1,1,5,2,1,1,1,2,4,3,4,5,7,1,1,1,1,7,1,1,1,7,6,7,1,1,7,1
"1438",66,"Woman","No","Heterosexual","White","US state or DC","Divorced","HS diploma","Under $9,999","Own/buying","Working","No","Never served","Small town","Mainline Protestant","Every week","Republican","Strong Republican",4,1,"Big interests","Waste a lot",1,5,4,1,1,7,1,2,1,1,1,2,3,4,1,1,3,3,1,7,6,4,7,1,2,2,4,2,5,1,5,4,4,7
"1439",64,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","Yes","Never served","Urban","Other religion","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,4,1,1,3,3,3,3,3,3,3,2,1,4,3,3,3,4,4,1,1,2,1,6,1,1,1,7,6,4,1,1,4,3
"1440",44,"Man","No","Gay/Lesbian","Hispanic","US state or DC","Never married","Bachelors","$60,000–$99,999","Own/buying","Working","Yes","Never served","Suburban","Other Christian","A few times a year","Democrat","Weak Democrat",0,5,"Big interests","Waste a lot",6,4,2,2,1,3,2,1,3,3,1,1,2,2,3,4,4,5,4,4,1,2,1,7,1,1,1,4,6,6,2,4,7,2
"1441",68,"Man","Yes","Heterosexual","Black","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","Never","Democrat","Strong Democrat",2,7,"Benefit of all","Waste very little",6,7,4,1,4,4,1,1,1,1,1,3,1,1,3,4,3,5,7,1,1,4,7,1,1,2,1,1,6,5,1,1,6,1
"1442",66,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Not working","No","Never served","Rural","Jewish","Every week","Republican","Strong Republican",4,7,"Big interests","Waste a lot",1,7,6,7,6,7,2,2,1,2,2,3,2,4,2,3,3,2,1,1,6,1,7,1,1,2,4,1,1,1,5,2,2,4
"1443",67,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Own/buying","Not working","No","Never served","Small town","Evangelical Protestant","Once or twice a month","Republican","Strong Republican",2,1,"Big interests","Waste a lot",3,5,6,4,6,6,2,3,1,1,3,3,3,6,2,4,3,2,1,4,4,4,4,7,1,1,1,2,5,1,4,4,1,2
"1444",59,"Man","No","Heterosexual","White","Other country","Married","Graduate","$100,000–$249,999","Rent","Working","No","Never served","Urban","Mainline Protestant","Every week","Democrat","Strong Democrat",0,2,"Benefit of all","Waste some",5,3,2,1,2,1,2,3,1,3,1,3,1,4,2,4,2,5,4,4,1,2,4,4,2,2,1,4,5,2,2,1,4,3
"1445",40,"Man","No","Heterosexual","White","Other country","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Other Christian","A few times a year","Democrat","Strong Democrat",1,1,"Big interests","Waste a lot",7,2,4,2,3,1,1,1,2,2,1,2,1,4,3,4,4,4,4,3,1,1,3,4,1,1,1,4,5,6,3,1,4,2
"1446",41,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Other Christian","A few times a year","Republican","Weak Republican",1,7,"Big interests","Waste a lot",7,4,7,2,7,4,1,3,1,1,3,3,1,7,1,4,3,3,1,2,2,1,7,1,1,1,1,2,2,1,6,4,4,4
"1447",49,"Man","No","Heterosexual","White","US state or DC","Never married","Graduate","$30,000–$59,999","Rent","Working","Yes","Never served","Suburban","Jewish","Every week","Republican","Weak Republican",0,7,"Benefit of all","Waste some",4,4,5,7,5,4,3,3,1,2,3,1,3,4,4,3,5,4,4,1,4,4,7,1,1,6,7,3,6,1,4,4,4,1
"1448",76,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Not working","Yes","Never served","Small town","Black Protestant","Every week","Democrat","Strong Democrat",3,2,"Big interests","Waste some",4,5,4,4,4,4,2,1,1,1,2,2,2,4,3,2,4,4,2,4,2,3,4,4,2,3,4,4,4,4,5,4,4,4
"1449",63,"Woman","No","Heterosexual","Black","US state or DC","Widowed","Graduate","Under $9,999","Own/buying","Working","No","Never served","Suburban","Evangelical Protestant","Almost every week","Democrat","Strong Democrat",2,1,"Benefit of all","Waste some",5,7,1,4,1,3,1,1,1,1,1,1,1,2,4,4,2,4,6,1,1,1,7,4,1,3,2,6,6,1,4,2,2,2
"1450",67,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Not working","No","Never served","Small town","Other Christian","Every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",2,7,6,6,7,7,2,3,1,3,3,3,3,7,3,2,3,1,1,1,7,2,7,1,2,2,7,1,4,1,6,2,1,7
"1451",44,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Jewish","Every week","Democrat","Strong Democrat",0,5,"Benefit of all","Waste some",5,4,2,2,3,4,2,1,2,3,3,3,2,4,2,3,3,4,6,3,4,2,2,2,1,1,1,6,6,6,3,3,4,2
"1452",55,"Woman","No","Heterosexual","Black","Other country","Married","Graduate","$100,000–$249,999","Own/buying","Working","Yes","Never served","Suburban","Mainline Protestant","Almost every week","Democrat","Strong Democrat",2,1,"Big interests","Waste some",6,4,3,2,2,3,1,1,3,1,1,1,1,2,3,3,4,4,1,2,2,2,1,6,1,1,2,7,6,7,1,2,7,1
"1453",67,"Woman","No","Heterosexual","Black","US state or DC","Divorced","HS diploma","$60,000–$99,999","No cash rent","Working","No","Never served","Small town","Evangelical Protestant","Every week","Democrat","Strong Democrat",5,1,"Big interests","Waste a lot",7,4,1,3,4,2,1,1,3,1,1,1,1,4,3,2,3,5,1,1,1,1,4,4,1,6,4,2,5,4,1,4,4,4
"1454",26,"Man","No","Heterosexual","Hispanic","US state or DC","Never married","Some college","$10,000–$29,999","Own/buying","Working","No","Never served","Small town","Other Christian","Once or twice a month","Republican","Weak Republican",0,6,"Big interests","Waste a lot",5,7,3,2,4,4,3,2,3,1,1,2,1,7,2,1,2,3,1,4,1,2,4,3,2,3,4,2,5,4,1,6,6,2
"1455",68,"Man","No","Heterosexual","Multiracial","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",3,1,"Benefit of all","Waste a lot",3,5,5,6,7,6,3,4,1,2,1,3,5,6,1,4,2,4,1,6,4,7,7,1,2,6,7,4,5,1,5,1,1,1
"1456",46,"Woman","No","Heterosexual","Black","US state or DC","Never married","Some college","$10,000–$29,999","Rent","Working","No","Never served","Urban","Jewish","Once or twice a month","Democrat","Strong Democrat",0,4,"Big interests","Waste a lot",7,5,6,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,6,1,2,1,5,1,7,5,1,6,6
"1457",28,"Woman","No","Heterosexual","Hispanic","US state or DC","Never married","Some college","$10,000–$29,999","Own/buying","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",1,1,"Big interests","Waste a lot",4,7,1,4,5,4,1,3,1,1,1,3,3,4,1,2,4,5,1,6,7,5,2,2,3,5,4,1,2,6,1,4,4,4
"1458",67,"Woman","No","Heterosexual","Multiracial","US state or DC","Never married","Some college","$10,000–$29,999","Rent","Not working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Weak Democrat",0,1,"Big interests","Waste a lot",5,5,1,1,3,3,1,1,3,1,1,1,3,4,2,2,3,4,1,1,4,4,6,4,1,2,4,4,6,4,1,4,4,4
"1459",79,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Not working","No","Never served","Urban","Evangelical Protestant","Every week","Republican","Strong Republican",2,6,"Big interests","Waste some",3,7,7,1,4,7,1,1,1,1,3,3,3,4,1,1,4,3,1,7,4,4,7,1,2,6,4,7,5,1,7,4,4,4
"1460",70,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$30,000–$59,999","Rent","Working","No","Never served","Small town","Evangelical Protestant","Every week","Republican","Strong Republican",1,1,"Big interests","Waste a lot",1,5,7,6,7,5,3,5,1,1,1,3,5,7,1,2,5,1,1,4,7,4,7,1,1,3,4,1,6,1,7,7,3,1
"1461",54,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Own/buying","Working","Yes","Previously served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",2,1,"Big interests","Waste a lot",5,6,3,3,6,6,1,1,1,1,1,3,1,6,1,1,3,1,1,6,4,1,7,1,2,3,4,1,5,1,3,7,1,3
"1462",67,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Rent","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Strong Democrat",0,6,"Big interests","Waste some",7,6,1,1,1,5,1,1,1,3,2,1,1,2,2,4,3,4,1,1,1,1,2,4,1,1,1,6,6,6,1,1,2,1
"1463",42,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Rent","Working","No","Previously served","Suburban","Jewish","A few times a year","Republican","Weak Republican",3,2,"Big interests","Waste a lot",4,6,6,3,5,6,2,1,1,2,3,3,3,4,1,1,4,4,2,3,4,4,4,1,2,3,1,3,4,4,5,4,4,4
"1464",61,"Woman","No","Heterosexual","White","Other country","Never married","Graduate","$10,000–$29,999","Rent","Not working","No","Never served","Urban","Not religious","Once or twice a month","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,2,1,2,2,1,1,1,3,4,1,1,1,1,4,3,3,4,4,1,1,1,1,7,1,1,1,7,6,7,2,1,4,1
"1465",32,"Man","No","Heterosexual","Black","US state or DC","Married","HS diploma","$100,000–$249,999","Own/buying","Working","No","Never served","Rural","Evangelical Protestant","A few times a year","Democrat","Weak Democrat",5,1,"Benefit of all","Waste some",6,5,3,7,3,4,1,1,1,1,3,2,3,4,2,3,4,5,4,6,4,1,6,4,4,2,4,4,5,3,4,3,4,4
"1466",39,"Man","No","Heterosexual","White","US state or DC","Divorced","HS diploma","$250,000+","Own/buying","Working","No","Never served","Rural","Jewish","Every week","Republican","Weak Republican",4,1,"Big interests","Waste a lot",4,4,7,4,4,1,2,3,1,1,3,3,3,1,1,3,3,1,1,1,4,4,4,1,1,1,4,6,5,2,7,4,4,4
"1467",63,"Man","No","Bisexual","White","US state or DC","Never married","HS diploma","$30,000–$59,999","No cash rent","Not working","No","Never served","Small town","Evangelical Protestant","A few times a year","Republican","Strong Republican",0,1,"Benefit of all","Waste some",4,5,1,1,4,6,1,3,2,3,1,3,1,5,1,4,3,4,1,1,1,2,6,1,1,1,1,1,2,2,5,1,3,1
"1468",61,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Rural","Other Christian","A few times a year","Democrat","Weak Democrat",0,2,"Big interests","Waste a lot",4,5,4,5,5,6,1,1,2,2,3,3,2,4,1,2,3,4,2,2,4,3,7,1,2,2,2,5,4,4,4,2,2,5
"1469",73,"Woman","No","Heterosexual","White","US state or DC","Never married","Bachelors","$250,000+","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Democrat","Weak Democrat",0,1,"Big interests","Waste a lot",3,5,7,7,7,7,1,2,1,1,1,3,3,4,1,3,3,4,1,4,5,1,7,1,4,6,4,2,4,1,7,3,1,4
"1470",51,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","Yes","Never served","Other","Other Christian","Almost every week","Democrat","Strong Democrat",0,2,"Big interests","Waste some",5,5,6,3,4,2,2,1,3,2,2,1,1,2,3,4,3,3,2,4,1,2,4,4,1,1,1,6,6,6,2,4,4,4
"1471",45,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Jewish","Almost every week","Republican","Strong Republican",0,2,"Big interests","Waste some",5,5,4,6,5,4,3,2,1,1,3,2,3,6,2,4,2,3,1,2,4,3,7,1,2,5,6,5,4,1,4,3,2,3
"1472",45,"Woman","No","Heterosexual","Black","US state or DC","Married","Graduate","$30,000–$59,999","Own/buying","Working","No","Active duty","Suburban","Jewish","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",7,1,1,1,2,6,1,1,3,1,1,1,1,1,3,1,5,1,2,1,1,1,7,1,1,1,1,4,6,7,1,7,7,7
"1473",59,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",6,5,1,2,2,4,1,1,2,3,3,2,1,4,1,3,3,5,1,1,1,1,2,1,1,1,1,7,6,6,6,2,2,2
"1474",66,"Woman","No","Heterosexual","White","US state or DC","Never married","Graduate","$60,000–$99,999","Own/buying","Not working","No","Never served","Small town","Jewish","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste very little",1,1,7,7,7,7,3,5,1,1,4,4,5,7,1,1,5,1,1,5,7,7,7,1,3,6,7,1,2,1,7,7,1,7
"1475",28,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Rent","Working","No","Never served","Suburban","Evangelical Protestant","Every week","Democrat","Weak Democrat",0,1,"Big interests","Waste some",7,2,4,1,2,2,3,1,4,3,1,2,2,1,4,2,3,4,6,3,2,1,4,5,1,2,5,7,6,7,2,3,6,1
"1476",36,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Jewish","A few times a year","Republican","Strong Republican",1,1,"Big interests","Waste a lot",2,3,5,4,6,5,3,2,1,1,1,3,3,4,1,2,4,2,1,5,4,1,7,1,2,3,4,1,2,1,6,5,3,7
"1477",47,"Man","No","Heterosexual","Black","Other country","Married","Bachelors","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Every week","Democrat","Weak Democrat",0,7,"Benefit of all","Waste some",5,5,2,6,5,3,3,3,3,3,3,3,3,3,2,4,4,5,1,6,4,1,7,1,1,6,4,7,6,5,3,1,1,2
"1478",72,"Woman","No","Heterosexual","White","US state or DC","Divorced","Some college","$30,000–$59,999","Own/buying","Working","No","Never served","Other","Jewish","Once or twice a month","Republican","Strong Republican",0,1,"Big interests","Waste a lot",4,7,7,3,7,4,1,1,1,1,1,4,1,4,1,4,2,1,2,7,4,4,7,1,2,2,2,7,2,1,1,4,2,4
"1479",78,"Woman","No","Heterosexual","Hispanic","US state or DC","Never married","Bachelors","$30,000–$59,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","Every week","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",4,7,4,6,3,4,2,1,3,2,2,1,1,4,4,3,4,5,2,4,1,1,7,1,1,2,4,7,6,7,2,1,1,4
"1480",41,"Woman","No","Heterosexual","Hispanic","US state or DC","Never married","Some college","$10,000–$29,999","Rent","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Weak Democrat",0,4,"Big interests","Waste a lot",6,3,1,1,2,3,2,2,3,2,3,2,2,4,2,2,4,3,4,4,1,1,4,4,1,1,1,7,6,7,1,4,4,4
"1481",68,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$10,000–$29,999","Own/buying","Working","No","Never served","Suburban","Other Christian","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",3,6,5,6,5,3,1,4,1,1,3,2,4,7,2,4,3,1,1,4,6,2,6,1,1,3,2,1,5,1,5,6,2,2
"1482",75,"Man","No","Heterosexual","Asian/Pacific Islander","Other country","Married","Bachelors","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","Almost every week","Republican","Weak Republican",0,1,"Benefit of all","Waste some",3,6,6,5,6,6,1,3,1,1,1,5,3,4,1,4,3,4,1,4,4,4,4,4,3,6,4,4,5,1,6,7,7,7
"1483",77,"Woman","No","Heterosexual","White","Other country","Widowed","Graduate","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",6,4,3,2,3,4,3,1,3,2,1,2,1,4,4,3,4,4,4,4,1,1,1,7,1,1,1,7,6,7,2,1,2,1
"1484",67,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$250,000+","Own/buying","Not working","No","Never served","Small town","Other Christian","Almost every week","Democrat","Strong Democrat",0,6,"Big interests","Waste a lot",7,5,1,2,1,3,1,1,3,2,3,3,1,2,2,4,3,4,6,6,1,2,1,4,1,1,1,6,6,7,2,2,7,3
"1485",44,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$250,000+","Own/buying","Working","No","Never served","Urban","Not religious","A few times a year","Democrat","Strong Democrat",0,4,"Big interests","Waste some",7,2,1,1,1,1,2,1,5,3,2,1,1,1,4,3,3,4,7,1,1,1,1,7,1,1,1,7,6,7,1,4,7,1
"1486",33,"Woman","No","Heterosexual","White","US state or DC","Never married","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Not religious","A few times a year","Democrat","Strong Democrat",0,2,"Big interests","Waste a lot",5,4,2,2,3,2,3,2,4,2,3,3,2,4,2,4,4,4,4,2,2,1,4,2,1,1,1,4,5,6,1,2,2,2
"1487",80,"Woman","No","Heterosexual","White","US state or DC","Divorced","Some college","$30,000–$59,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","A few times a year","Republican","Strong Republican",0,1,"Big interests","Waste a lot",2,6,7,4,7,7,3,3,1,1,2,3,5,7,1,3,3,2,1,1,7,6,7,1,3,5,4,1,4,1,7,5,1,6
"1488",67,"Woman","No","Heterosexual","White","US state or DC","Married","HS diploma","$30,000–$59,999","Own/buying","Not working","No","Never served","Small town","Evangelical Protestant","Every week","Republican","Strong Republican",0,6,"Big interests","Waste a lot",1,7,7,7,7,7,1,2,1,3,2,3,3,4,1,4,2,3,1,4,4,1,7,1,4,6,7,1,5,1,1,2,1,2
"1489",61,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Roman Catholic","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",1,7,7,6,7,7,4,5,1,1,1,3,5,7,1,2,4,3,1,7,7,3,7,1,4,6,7,1,1,1,7,4,1,7
"1490",46,"Woman","No","Heterosexual","Hispanic","Other country","Married","HS diploma","$100,000–$249,999","Rent","Working","No","Never served","Urban","Jewish","Every week","Republican","Weak Republican",1,1,"Big interests","Waste a lot",4,4,4,4,6,4,1,2,1,2,2,5,3,4,1,2,5,1,1,1,6,1,7,1,4,2,4,4,6,1,3,7,1,7
"1491",51,"Man","No","Gay/Lesbian","White","US state or DC","Never married","Bachelors","$30,000–$59,999","Rent","Working","No","Never served","Urban","Jewish","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste some",4,5,4,3,4,3,2,1,2,2,3,1,1,2,2,4,3,5,4,1,1,1,1,6,1,1,1,4,6,7,4,1,4,1
"1492",54,"Man","No","Bisexual","White","US state or DC","Divorced","Some college","$30,000–$59,999","Rent","Working","No","Never served","Suburban","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",0,2,"Benefit of all","Waste some",5,6,2,1,4,4,1,2,1,1,3,3,3,6,1,4,2,4,1,2,4,1,2,1,1,1,1,7,6,1,7,1,1,2
"1493",69,"Woman","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$60,000–$99,999","Own/buying","Not working","No","Never served","Suburban","Jewish","A few times a year","Democrat","Strong Democrat",0,4,"Benefit of all","Waste some",5,3,4,2,4,4,2,1,2,2,1,2,1,4,2,4,3,5,5,2,1,2,2,5,1,1,1,4,6,6,4,1,2,2
"1494",69,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Not working","No","Never served","Rural","Mainline Protestant","Almost every week","Democrat","Weak Democrat",1,6,"Big interests","Waste a lot",4,5,4,4,5,4,1,1,2,1,1,3,3,4,3,3,4,3,4,4,4,2,4,2,1,1,1,4,5,2,3,4,4,4
"1495",35,"Man","No","Heterosexual","White","US state or DC","Never married","Some college","$60,000–$99,999","Rent","Working","No","Never served","Suburban","Other religion","Once or twice a month","Republican","Strong Republican",8,2,"Big interests","Waste a lot",4,5,7,7,6,5,3,3,1,1,3,3,3,4,2,1,3,3,2,4,4,1,7,1,3,4,4,4,2,1,4,7,1,7
"1496",49,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","Yes","Never served","Small town","Mainline Protestant","Every week","Democrat","Strong Democrat",9,7,"Big interests","Waste some",7,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,5,4,3,1,1,1,7,1,1,1,1,6,7,1,1,4,4
"1497",62,"Woman","No","Heterosexual","White","US state or DC","Never married","Bachelors","$10,000–$29,999","Own/buying","Not working","No","Never served","Rural","Jewish","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",1,6,7,6,6,7,3,4,1,1,3,4,5,7,3,3,3,3,1,4,6,4,7,4,3,5,4,7,4,1,6,7,2,1
"1498",80,"Woman","No","Heterosexual","White","Other country","Widowed","Bachelors","$10,000–$29,999","Rent","Not working","No","Never served","Urban","Other religion","Once or twice a month","Democrat","Weak Democrat",0,6,"Big interests","Waste a lot",4,7,3,5,7,7,3,5,1,1,3,3,5,7,1,3,3,2,1,7,7,4,7,1,2,6,3,2,4,2,7,6,1,6
"1499",35,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Jewish","Almost every week","Democrat","Strong Democrat",0,2,"Big interests","Waste some",7,4,1,2,4,3,3,3,2,3,3,3,3,4,3,4,4,4,6,1,4,4,4,4,1,1,1,6,6,4,3,1,4,1
"1500",68,"Woman","No","Heterosexual","Asian/Pacific Islander","Other country","Divorced","Less than HS","$30,000–$59,999","Own/buying","Not working","No","Never served","Rural","Other Christian","Never","Republican","Strong Republican",1,1,"Big interests","Waste a lot",7,1,7,7,7,7,3,3,1,1,3,1,5,7,2,3,5,2,1,4,6,4,7,1,2,6,7,1,5,1,7,7,1,4
"1501",74,"Woman","No","Heterosexual","White","Other country","Divorced","HS diploma","$60,000–$99,999","Own/buying","Not working","No","Never served","Suburban","Other Christian","Every week","Democrat","Weak Democrat",0,2,"Big interests","Waste some",4,4,2,1,4,4,1,2,3,2,1,2,3,4,4,3,3,3,1,2,1,1,4,4,1,2,2,2,5,7,2,4,4,4
"1502",41,"Man","No","Heterosexual","White","US state or DC","Never married","Bachelors","$100,000–$249,999","Rent","Working","No","Previously served","Urban","Evangelical Protestant","A few times a year","Republican","Weak Republican",0,5,"Big interests","Waste a lot",5,6,3,2,3,7,2,3,1,1,3,3,1,6,1,4,3,3,1,7,2,1,7,1,4,2,2,1,2,1,7,4,7,1
"1503",66,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","Own/buying","Not working","No","Never served","Small town","Other Christian","Almost every week","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",4,5,5,1,5,5,1,1,1,1,1,1,1,1,4,3,3,5,6,2,1,1,7,6,4,2,1,7,6,7,3,1,4,2
"1504",54,"Woman","No","Heterosexual","Black","US state or DC","Never married","HS diploma","$30,000–$59,999","Rent","Working","Yes","Active duty","Small town","Evangelical Protestant","Once or twice a month","Democrat","Strong Democrat",0,7,"Big interests","Waste some",7,7,1,1,4,7,3,1,1,1,3,1,5,2,1,1,5,1,6,7,4,1,7,1,3,1,2,1,6,1,7,7,7,6
"1505",29,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$30,000–$59,999","No cash rent","Working","No","Never served","Small town","Mainline Protestant","Never","Republican","Weak Republican",0,5,"Big interests","Waste some",4,6,7,2,4,4,3,1,1,3,3,3,3,4,1,3,4,4,4,4,4,4,4,4,2,1,1,4,2,4,5,4,4,4
"1506",73,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Other religion","Every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,5,1,1,1,2,2,2,3,3,2,2,1,1,2,4,1,5,7,1,1,1,1,7,1,1,2,7,6,7,1,1,7,1
"1507",55,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Previously served","Suburban","Roman Catholic","Every week","Republican","Weak Republican",1,6,"Big interests","Waste a lot",3,5,7,4,6,5,2,3,3,2,1,3,3,7,1,3,3,4,1,6,1,4,6,1,1,2,3,4,4,1,5,4,2,2
"1508",72,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Not working","No","Never served","Small town","Other Christian","Every week","Republican","Weak Republican",0,1,"Big interests","Waste a lot",1,4,1,6,7,7,3,3,1,2,1,3,3,4,2,4,3,3,1,2,4,2,4,1,1,2,2,6,6,1,1,2,2,2
